time,rank,Maps_uid,Maps_number,Players_pid,Players_name
00:37.14,4,ugvZqBAgfcWvUAE96_O_55K4hL6,-41,835,Ŀĸя ¬Dvorky* ॢ
00:37.16,5,ugvZqBAgfcWvUAE96_O_55K4hL6,-41,139,ғฟ๏.dennis090
00:37.16,6,ugvZqBAgfcWvUAE96_O_55K4hL6,-41,390,wikos2
00:37.63,7,ugvZqBAgfcWvUAE96_O_55K4hL6,-41,2011,ि७
00:37.95,8,ugvZqBAgfcWvUAE96_O_55K4hL6,-41,401,ғฟ๏.Wirtual
00:38.10,9,ugvZqBAgfcWvUAE96_O_55K4hL6,-41,542,ѕĸγ»МіǤ«ғฟ๏
00:38.13,10,ugvZqBAgfcWvUAE96_O_55K4hL6,-41,450,ImminentOmelet58
00:07.13,1,U3juWs8PQ9jhj3ohiOg6CMZL354,-42,608,a
00:07.14,2,U3juWs8PQ9jhj3ohiOg6CMZL354,-42,542,ѕĸγ»МіǤ«ғฟ๏
00:07.16,3,U3juWs8PQ9jhj3ohiOg6CMZL354,-42,450,ImminentOmelet58
00:07.22,4,U3juWs8PQ9jhj3ohiOg6CMZL354,-42,4183,ヅČƏβ/Ļӛ Ǧ工ĝăÑтĒ乌ҨǜҾSσĈίαL
00:07.23,5,U3juWs8PQ9jhj3ohiOg6CMZL354,-42,1727,buzzy.
00:07.34,6,U3juWs8PQ9jhj3ohiOg6CMZL354,-42,1843,l|I ce|y获n|to I|l
00:07.38,7,U3juWs8PQ9jhj3ohiOg6CMZL354,-42,3505,bobo ᄓ boost
00:07.44,8,U3juWs8PQ9jhj3ohiOg6CMZL354,-42,620,Spam
00:07.44,9,U3juWs8PQ9jhj3ohiOg6CMZL354,-42,655,мѕι¬δαġ॓ġ॔.мםя
00:07.46,10,U3juWs8PQ9jhj3ohiOg6CMZL354,-42,835,Ŀĸя ¬Dvorky* ॢ
00:35.56,1,IwY54HZoYQPjxF3BPt0REu5M485,-43,608,a
00:35.76,2,IwY54HZoYQPjxF3BPt0REu5M485,-43,336,»ғฟ๏« Ŀιиκ.* Law
00:36.08,3,IwY54HZoYQPjxF3BPt0REu5M485,-43,101,Hèिést
00:37.81,4,IwY54HZoYQPjxF3BPt0REu5M485,-43,4183,ヅČƏβ/Ļӛ Ǧ工ĝăÑтĒ乌ҨǜҾSσĈίαL
00:38.25,5,IwY54HZoYQPjxF3BPt0REu5M485,-43,5706,Lilliana <3
00:39.16,6,IwY54HZoYQPjxF3BPt0REu5M485,-43,3955,Nem #jome
00:39.70,7,IwY54HZoYQPjxF3BPt0REu5M485,-43,181,ғฟ๏.Logic'
00:39.74,8,IwY54HZoYQPjxF3BPt0REu5M485,-43,745,my queen greta
00:39.83,9,IwY54HZoYQPjxF3BPt0REu5M485,-43,5696,CCC〢Lzaps
00:40.02,10,IwY54HZoYQPjxF3BPt0REu5M485,-43,450,ImminentOmelet58
00:40.92,1,yt9jWlaxwqADbI_CrFWExnzdoec,-44,2904,NoPro»Skyer03
00:46.26,2,yt9jWlaxwqADbI_CrFWExnzdoec,-44,181,ғฟ๏.Logic'
00:48.91,3,yt9jWlaxwqADbI_CrFWExnzdoec,-44,2894,michalo
00:55.89,4,yt9jWlaxwqADbI_CrFWExnzdoec,-44,4183,ヅČƏβ/Ļӛ Ǧ工ĝăÑтĒ乌ҨǜҾSσĈίαL
00:58.69,5,yt9jWlaxwqADbI_CrFWExnzdoec,-44,57,i
01:02.60,6,yt9jWlaxwqADbI_CrFWExnzdoec,-44,2448,nonick
01:05.84,7,yt9jWlaxwqADbI_CrFWExnzdoec,-44,101,Hèिést
01:08.55,8,yt9jWlaxwqADbI_CrFWExnzdoec,-44,3704,redank
01:10.01,9,yt9jWlaxwqADbI_CrFWExnzdoec,-44,542,ѕĸγ»МіǤ«ғฟ๏
01:12.53,10,yt9jWlaxwqADbI_CrFWExnzdoec,-44,45,сав tekky.
00:08.37,1,TrrIRMhYQ2hHKcZIqafInPbNEZd,-45,4839,Law*Trick.шгн
00:08.38,2,TrrIRMhYQ2hHKcZIqafInPbNEZd,-45,101,Hèिést
00:08.38,3,TrrIRMhYQ2hHKcZIqafInPbNEZd,-45,336,»ғฟ๏« Ŀιиκ.* Law
00:08.42,4,TrrIRMhYQ2hHKcZIqafInPbNEZd,-45,399,Nawk 〆oach
00:08.43,5,TrrIRMhYQ2hHKcZIqafInPbNEZd,-45,542,ѕĸγ»МіǤ«ғฟ๏
00:08.43,6,TrrIRMhYQ2hHKcZIqafInPbNEZd,-45,4183,ヅČƏβ/Ļӛ Ǧ工ĝăÑтĒ乌ҨǜҾSσĈίαL
00:08.43,7,TrrIRMhYQ2hHKcZIqafInPbNEZd,-45,1078,FALCON
00:08.44,8,TrrIRMhYQ2hHKcZIqafInPbNEZd,-45,2919,r4' « т³
00:08.46,9,TrrIRMhYQ2hHKcZIqafInPbNEZd,-45,353,ғฟ๏.Drarker.Law
00:08.46,10,TrrIRMhYQ2hHKcZIqafInPbNEZd,-45,540,Nordavind DNB | riolu!
00:14.97,1,ji1KiktC0NpoQ8H0Vog16bajzJm,-46,3515,ants
00:15.01,2,ji1KiktC0NpoQ8H0Vog16bajzJm,-46,139,ғฟ๏.dennis090
00:15.06,3,ji1KiktC0NpoQ8H0Vog16bajzJm,-46,28,ѕκγ | IuSkA
00:15.12,4,ji1KiktC0NpoQ8H0Vog16bajzJm,-46,433,Ŀĸя ¬ Buch
00:15.20,5,ji1KiktC0NpoQ8H0Vog16bajzJm,-46,863,ηЬ » Gyrule_ « т³
00:15.21,6,ji1KiktC0NpoQ8H0Vog16bajzJm,-46,2206,Luukasa123
00:15.23,7,ji1KiktC0NpoQ8H0Vog16bajzJm,-46,2236,Evozer
00:15.25,8,ji1KiktC0NpoQ8H0Vog16bajzJm,-46,1683,Eltev_X
00:15.26,9,ji1KiktC0NpoQ8H0Vog16bajzJm,-46,2901,qastef
00:15.27,10,ji1KiktC0NpoQ8H0Vog16bajzJm,-46,984,мѕι Sonix « т³ 
00:13.33,1,QHAe1m5_wIWVhGnlbmvsBVzM0Ji,-47,93,ғฟ๏〢alexx. infector
00:14.29,2,QHAe1m5_wIWVhGnlbmvsBVzM0Ji,-47,978,Terminator
00:15.05,3,QHAe1m5_wIWVhGnlbmvsBVzM0Ji,-47,2011,ि७
00:15.24,4,QHAe1m5_wIWVhGnlbmvsBVzM0Ji,-47,178,DWN.skandear
00:15.42,5,QHAe1m5_wIWVhGnlbmvsBVzM0Ji,-47,889,Ғαмоυѕ.Poufi॰сав
00:15.45,6,QHAe1m5_wIWVhGnlbmvsBVzM0Ji,-47,43,ѕκy²oumol_«_т³
00:15.45,7,QHAe1m5_wIWVhGnlbmvsBVzM0Ji,-47,282,¬  Šĸуяџŋŋ ッ «
00:15.50,8,QHAe1m5_wIWVhGnlbmvsBVzM0Ji,-47,542,ѕĸγ»МіǤ«ғฟ๏
00:15.50,9,QHAe1m5_wIWVhGnlbmvsBVzM0Ji,-47,8703,violynos
00:15.57,10,QHAe1m5_wIWVhGnlbmvsBVzM0Ji,-47,450,ImminentOmelet58
00:12.03,1,dj_6TQV9rhyUtuVMMfewKTK_xnc,-48,542,ѕĸγ»МіǤ«ғฟ๏
00:12.06,2,dj_6TQV9rhyUtuVMMfewKTK_xnc,-48,1977," ғฟ๏, LeG | Plast"
00:12.09,3,dj_6TQV9rhyUtuVMMfewKTK_xnc,-48,5,nixion
00:12.11,4,dj_6TQV9rhyUtuVMMfewKTK_xnc,-48,512,nexos
00:12.25,5,dj_6TQV9rhyUtuVMMfewKTK_xnc,-48,98,κondemot
00:12.49,6,dj_6TQV9rhyUtuVMMfewKTK_xnc,-48,4183,ヅČƏβ/Ļӛ Ǧ工ĝăÑтĒ乌ҨǜҾSσĈίαL
00:12.53,7,dj_6TQV9rhyUtuVMMfewKTK_xnc,-48,83,»єос.СΙем.сав
00:12.55,8,dj_6TQV9rhyUtuVMMfewKTK_xnc,-48,52,הѕс ¬ kidcasi
00:12.55,9,dj_6TQV9rhyUtuVMMfewKTK_xnc,-48,181,ғฟ๏.Logic'
00:12.57,10,dj_6TQV9rhyUtuVMMfewKTK_xnc,-48,101,Hèिést
02:32.57,1,88R74qm0T6oeCMQNMDfhmNtGcy6,-49,2549,Ісегॆॅ็
02:34.55,2,88R74qm0T6oeCMQNMDfhmNtGcy6,-49,1174,Нтм.Nad!
02:36.43,3,88R74qm0T6oeCMQNMDfhmNtGcy6,-49,1396,Lemon :) ᄓ boosт³
02:39.35,4,88R74qm0T6oeCMQNMDfhmNtGcy6,-49,450,ImminentOmelet58
02:40.70,5,88R74qm0T6oeCMQNMDfhmNtGcy6,-49,336,»ғฟ๏« Ŀιиκ.* Law
02:46.42,6,88R74qm0T6oeCMQNMDfhmNtGcy6,-49,4183,ヅČƏβ/Ļӛ Ǧ工ĝăÑтĒ乌ҨǜҾSσĈίαL
02:47.12,7,88R74qm0T6oeCMQNMDfhmNtGcy6,-49,390,wikos2
02:47.54,8,88R74qm0T6oeCMQNMDfhmNtGcy6,-49,2011,ि७
02:47.70,9,88R74qm0T6oeCMQNMDfhmNtGcy6,-49,542,ѕĸγ»МіǤ«ғฟ๏
02:48.18,10,88R74qm0T6oeCMQNMDfhmNtGcy6,-49,686,〩Sε๓¡Ґや
00:10.70,1,XiJw5J5zWlCy_5V8oX3sHb026Cg,-50,4183,ヅČƏβ/Ļӛ Ǧ工ĝăÑтĒ乌ҨǜҾSσĈίαL
00:10.96,2,XiJw5J5zWlCy_5V8oX3sHb026Cg,-50,542,ѕĸγ»МіǤ«ғฟ๏
00:11.04,3,XiJw5J5zWlCy_5V8oX3sHb026Cg,-50,159,LeG〢ςīмī
00:11.04,4,XiJw5J5zWlCy_5V8oX3sHb026Cg,-50,552,Fmc
00:11.11,5,XiJw5J5zWlCy_5V8oX3sHb026Cg,-50,608,a
00:11.19,6,XiJw5J5zWlCy_5V8oX3sHb026Cg,-50,24,¬l२eैahx« т³
00:11.20,7,XiJw5J5zWlCy_5V8oX3sHb026Cg,-50,2509,Clefde12
00:11.26,8,XiJw5J5zWlCy_5V8oX3sHb026Cg,-50,7,LeG〢ЈонаĿѕѕ »ғฟ๏«
00:11.27,9,XiJw5J5zWlCy_5V8oX3sHb026Cg,-50,390,wikos2
00:11.40,10,XiJw5J5zWlCy_5V8oX3sHb026Cg,-50,401,ғฟ๏.Wirtual
00:11.46,1,hCZhFfJTdKN_XzHuOc6CL01KGT6,-51,3219,๓ไƒ¡ll¡pp_
00:44.50,2,hCZhFfJTdKN_XzHuOc6CL01KGT6,-51,608,a
00:44.55,3,hCZhFfJTdKN_XzHuOc6CL01KGT6,-51,1727,buzzy.
00:44.96,4,hCZhFfJTdKN_XzHuOc6CL01KGT6,-51,336,»ғฟ๏« Ŀιиκ.* Law
00:45.00,5,hCZhFfJTdKN_XzHuOc6CL01KGT6,-51,1001,ЈŁ SÞlîŋt
00:45.13,6,hCZhFfJTdKN_XzHuOc6CL01KGT6,-51,5274,VictorPro123
00:45.17,7,hCZhFfJTdKN_XzHuOc6CL01KGT6,-51,4183,ヅČƏβ/Ļӛ Ǧ工ĝăÑтĒ乌ҨǜҾSσĈίαL
00:45.19,8,hCZhFfJTdKN_XzHuOc6CL01KGT6,-51,3505,bobo ᄓ boost
00:45.28,9,hCZhFfJTdKN_XzHuOc6CL01KGT6,-51,1396,Lemon :) ᄓ boosт³
00:45.29,10,hCZhFfJTdKN_XzHuOc6CL01KGT6,-51,31,ғฟ๏.ins
00:08.53,1,xDby1bfEn0FbEnuO3K5WRThrBpg,-52,943,ehkla.
00:08.54,2,xDby1bfEn0FbEnuO3K5WRThrBpg,-52,849,iklu
00:08.60,3,xDby1bfEn0FbEnuO3K5WRThrBpg,-52,3704,redank
00:08.61,4,xDby1bfEn0FbEnuO3K5WRThrBpg,-52,1042,×saiphyy×
00:08.62,5,xDby1bfEn0FbEnuO3K5WRThrBpg,-52,1727,buzzy.
00:08.63,6,xDby1bfEn0FbEnuO3K5WRThrBpg,-52,433,Ŀĸя ¬ Buch
00:08.66,7,xDby1bfEn0FbEnuO3K5WRThrBpg,-52,5696,CCC〢Lzaps
00:08.70,8,xDby1bfEn0FbEnuO3K5WRThrBpg,-52,1078,FALCON
00:08.73,9,xDby1bfEn0FbEnuO3K5WRThrBpg,-52,2574,мѕι » Morale
00:08.75,10,xDby1bfEn0FbEnuO3K5WRThrBpg,-52,6080,яτх¬ŋρя.ЈΛŦ
00:36.92,1,IboHGG7kGs0AjUYKmV0sVVmcTM0,-53,336,»ғฟ๏« Ŀιиκ.* Law
00:40.23,2,IboHGG7kGs0AjUYKmV0sVVmcTM0,-53,5463,pastagrows
00:40.68,3,IboHGG7kGs0AjUYKmV0sVVmcTM0,-53,1324,reasᄓnn
00:40.86,4,IboHGG7kGs0AjUYKmV0sVVmcTM0,-53,1727,buzzy.
00:42.43,5,IboHGG7kGs0AjUYKmV0sVVmcTM0,-53,2826,KŘOĄTĘ¬Thicc〢ѕІоώ»ЈŁ
00:42.78,6,IboHGG7kGs0AjUYKmV0sVVmcTM0,-53,1396,Lemon :) ᄓ boosт³
00:44.96,7,IboHGG7kGs0AjUYKmV0sVVmcTM0,-53,608,a
00:45.08,8,IboHGG7kGs0AjUYKmV0sVVmcTM0,-53,2243,sauucey
00:45.59,9,IboHGG7kGs0AjUYKmV0sVVmcTM0,-53,1119,Meneme
00:45.86,10,IboHGG7kGs0AjUYKmV0sVVmcTM0,-53,975,ѕκγ. flex
00:11.48,1,KauI92uaAghr0MIP2CeMWiuFxl2,-54,3225,Silliツ
00:11.49,2,KauI92uaAghr0MIP2CeMWiuFxl2,-54,811,Gawr Gura
00:11.50,3,KauI92uaAghr0MIP2CeMWiuFxl2,-54,3704,redank
00:11.50,4,KauI92uaAghr0MIP2CeMWiuFxl2,-54,6990,sticky balls
00:11.52,5,KauI92uaAghr0MIP2CeMWiuFxl2,-54,1520,old¹ Opreddo
00:11.52,6,KauI92uaAghr0MIP2CeMWiuFxl2,-54,2904,NoPro»Skyer03
00:11.55,7,KauI92uaAghr0MIP2CeMWiuFxl2,-54,1174,Нтм.Nad!
00:11.56,8,KauI92uaAghr0MIP2CeMWiuFxl2,-54,101,Hèिést
00:11.56,9,KauI92uaAghr0MIP2CeMWiuFxl2,-54,1727,buzzy.
00:11.58,10,KauI92uaAghr0MIP2CeMWiuFxl2,-54,178,DWN.skandear
00:17.56,1,3AfxFE4H6WQ6xTaOPHoIPLKWzAc,-55,4183,ヅČƏβ/Ļӛ Ǧ工ĝăÑтĒ乌ҨǜҾSσĈίαL
00:17.67,2,3AfxFE4H6WQ6xTaOPHoIPLKWzAc,-55,2249,KURĐE¬Assa〢ғаѕт»ЈŁ
00:17.84,3,3AfxFE4H6WQ6xTaOPHoIPLKWzAc,-55,4252,िα๓² ayeewake ๓ไ
00:17.84,4,3AfxFE4H6WQ6xTaOPHoIPLKWzAc,-55,608,a
00:17.87,5,3AfxFE4H6WQ6xTaOPHoIPLKWzAc,-55,1071,Wakkoe
00:17.87,6,3AfxFE4H6WQ6xTaOPHoIPLKWzAc,-55,542,ѕĸγ»МіǤ«ғฟ๏
00:17.88,7,3AfxFE4H6WQ6xTaOPHoIPLKWzAc,-55,3704,redank
00:17.92,8,3AfxFE4H6WQ6xTaOPHoIPLKWzAc,-55,2188,Sileenz
00:17.93,9,3AfxFE4H6WQ6xTaOPHoIPLKWzAc,-55,2826,KŘOĄTĘ¬Thicc〢ѕІоώ»ЈŁ
00:17.96,10,3AfxFE4H6WQ6xTaOPHoIPLKWzAc,-55,695,ѕωα〤Λѕѕ т³
00:15.82,1,lYFwn9ZkNWRYrKbwtU_6br6mFo9,-56,542,ѕĸγ»МіǤ«ғฟ๏
00:15.90,2,lYFwn9ZkNWRYrKbwtU_6br6mFo9,-56,1174,Нтм.Nad!
00:16.15,3,lYFwn9ZkNWRYrKbwtU_6br6mFo9,-56,608,a
00:16.20,4,lYFwn9ZkNWRYrKbwtU_6br6mFo9,-56,1727,buzzy.
00:16.28,5,lYFwn9ZkNWRYrKbwtU_6br6mFo9,-56,4183,ヅČƏβ/Ļӛ Ǧ工ĝăÑтĒ乌ҨǜҾSσĈίαL
00:16.30,6,lYFwn9ZkNWRYrKbwtU_6br6mFo9,-56,3704,redank
00:16.52,7,lYFwn9ZkNWRYrKbwtU_6br6mFo9,-56,101,Hèिést
00:16.66,8,lYFwn9ZkNWRYrKbwtU_6br6mFo9,-56,2873,웃laser웃
00:17.40,9,lYFwn9ZkNWRYrKbwtU_6br6mFo9,-56,120,мѕι mo
00:17.43,10,lYFwn9ZkNWRYrKbwtU_6br6mFo9,-56,1788,Samurai
00:55.95,1,BVTQ6O_D3dtlOB9rbWY2glApgK3,-57,4183,ヅČƏβ/Ļӛ Ǧ工ĝăÑтĒ乌ҨǜҾSσĈίαL
00:56.77,2,BVTQ6O_D3dtlOB9rbWY2glApgK3,-57,120,мѕι mo
00:56.84,3,BVTQ6O_D3dtlOB9rbWY2glApgK3,-57,3704,redank
00:57.13,4,BVTQ6O_D3dtlOB9rbWY2glApgK3,-57,336,»ғฟ๏« Ŀιиκ.* Law
00:58.94,5,BVTQ6O_D3dtlOB9rbWY2glApgK3,-57,4082,iiHugo « т³
00:58.94,6,BVTQ6O_D3dtlOB9rbWY2glApgK3,-57,2114,凹 faiby ?
00:59.38,7,BVTQ6O_D3dtlOB9rbWY2glApgK3,-57,2873,웃laser웃
00:59.40,8,BVTQ6O_D3dtlOB9rbWY2glApgK3,-57,1042,×saiphyy×
00:59.68,9,BVTQ6O_D3dtlOB9rbWY2glApgK3,-57,101,Hèिést
00:59.93,10,BVTQ6O_D3dtlOB9rbWY2glApgK3,-57,1977," ғฟ๏, LeG | Plast"
00:15.29,1,cH7BxeFYHgOKzsWXPhCcKRBTgoe,-58,5463,pastagrows
00:16.36,2,cH7BxeFYHgOKzsWXPhCcKRBTgoe,-58,4183,ヅČƏβ/Ļӛ Ǧ工ĝăÑтĒ乌ҨǜҾSσĈίαL
00:16.75,3,cH7BxeFYHgOKzsWXPhCcKRBTgoe,-58,2826,KŘOĄTĘ¬Thicc〢ѕІоώ»ЈŁ
00:16.83,4,cH7BxeFYHgOKzsWXPhCcKRBTgoe,-58,2206,Luukasa123
00:17.05,5,cH7BxeFYHgOKzsWXPhCcKRBTgoe,-58,1324,reasᄓnn
00:17.29,6,cH7BxeFYHgOKzsWXPhCcKRBTgoe,-58,542,ѕĸγ»МіǤ«ғฟ๏
00:17.30,7,cH7BxeFYHgOKzsWXPhCcKRBTgoe,-58,487,bPlayैērシmsi
00:17.37,8,cH7BxeFYHgOKzsWXPhCcKRBTgoe,-58,1878,Bambon
00:17.44,9,cH7BxeFYHgOKzsWXPhCcKRBTgoe,-58,3704,redank
00:18.28,10,cH7BxeFYHgOKzsWXPhCcKRBTgoe,-58,1037,¬ ЈŁ〢ChoW «
00:21.73,1,uWwpWaGtp7zb0zepl70RUPFNynf,-59,18,ѕκγ | Ζοםωιи
00:22.01,2,uWwpWaGtp7zb0zepl70RUPFNynf,-59,608,a
00:22.02,3,uWwpWaGtp7zb0zepl70RUPFNynf,-59,3474,๓ไ» βακεδ Δlαsκα « т³
00:22.09,4,uWwpWaGtp7zb0zepl70RUPFNynf,-59,1727,buzzy.
00:22.53,5,uWwpWaGtp7zb0zepl70RUPFNynf,-59,45,сав tekky.
00:22.60,6,uWwpWaGtp7zb0zepl70RUPFNynf,-59,336,»ғฟ๏« Ŀιиκ.* Law
00:22.74,7,uWwpWaGtp7zb0zepl70RUPFNynf,-59,3704,redank
00:22.75,8,uWwpWaGtp7zb0zepl70RUPFNynf,-59,31,ғฟ๏.ins
00:22.77,9,uWwpWaGtp7zb0zepl70RUPFNynf,-59,542,ѕĸγ»МіǤ«ғฟ๏
00:22.79,10,uWwpWaGtp7zb0zepl70RUPFNynf,-59,2514,shen
00:10.75,1,IFchPa_LF4fIb_upZk1XoLf6dMm,-60,2206,Luukasa123
00:10.88,2,IFchPa_LF4fIb_upZk1XoLf6dMm,-60,4183,ヅČƏβ/Ļӛ Ǧ工ĝăÑтĒ乌ҨǜҾSσĈίαL
00:10.94,3,IFchPa_LF4fIb_upZk1XoLf6dMm,-60,1561,ztafe
00:10.95,4,IFchPa_LF4fIb_upZk1XoLf6dMm,-60,725,solidtrees
00:10.97,5,IFchPa_LF4fIb_upZk1XoLf6dMm,-60,1798,byoš
00:10.99,6,IFchPa_LF4fIb_upZk1XoLf6dMm,-60,433,Ŀĸя ¬ Buch
00:10.99,7,IFchPa_LF4fIb_upZk1XoLf6dMm,-60,1727,buzzy.
00:10.99,8,IFchPa_LF4fIb_upZk1XoLf6dMm,-60,3704,redank
00:11.04,9,IFchPa_LF4fIb_upZk1XoLf6dMm,-60,542,ѕĸγ»МіǤ«ғฟ๏
00:11.05,10,IFchPa_LF4fIb_upZk1XoLf6dMm,-60,93,ғฟ๏〢alexx. infector
00:09.06,1,xVXQFKDlv1tIfL5sfpxEFb0EbQi,-61,120,мѕι mo
00:09.22,2,xVXQFKDlv1tIfL5sfpxEFb0EbQi,-61,608,a
00:09.35,3,xVXQFKDlv1tIfL5sfpxEFb0EbQi,-61,101,Hèिést
00:09.36,4,xVXQFKDlv1tIfL5sfpxEFb0EbQi,-61,975,ѕκγ. flex
00:09.40,5,xVXQFKDlv1tIfL5sfpxEFb0EbQi,-61,2114,凹 faiby ?
00:09.50,6,xVXQFKDlv1tIfL5sfpxEFb0EbQi,-61,3955,Nem #jome
00:09.53,7,xVXQFKDlv1tIfL5sfpxEFb0EbQi,-61,542,ѕĸγ»МіǤ«ғฟ๏
00:09.65,8,xVXQFKDlv1tIfL5sfpxEFb0EbQi,-61,1320,мѕι UrangWu-tang
00:09.69,9,xVXQFKDlv1tIfL5sfpxEFb0EbQi,-61,300,Tres « т³
00:09.76,10,xVXQFKDlv1tIfL5sfpxEFb0EbQi,-61,796,Eri
00:25.81,1,0pQsShUQOK8kxZg4AgCz4UU1Cl6,-62,3704,redank
00:26.02,2,0pQsShUQOK8kxZg4AgCz4UU1Cl6,-62,2011,ि७
00:26.43,3,0pQsShUQOK8kxZg4AgCz4UU1Cl6,-62,4183,ヅČƏβ/Ļӛ Ǧ工ĝăÑтĒ乌ҨǜҾSσĈίαL
00:26.53,4,0pQsShUQOK8kxZg4AgCz4UU1Cl6,-62,300,Tres « т³
00:26.90,5,0pQsShUQOK8kxZg4AgCz4UU1Cl6,-62,542,ѕĸγ»МіǤ«ғฟ๏
00:26.97,6,0pQsShUQOK8kxZg4AgCz4UU1Cl6,-62,1324,reasᄓnn
00:27.19,7,0pQsShUQOK8kxZg4AgCz4UU1Cl6,-62,2748,мѕι dzam мםя
00:27.44,8,0pQsShUQOK8kxZg4AgCz4UU1Cl6,-62,2114,凹 faiby ?
00:27.51,9,0pQsShUQOK8kxZg4AgCz4UU1Cl6,-62,101,Hèिést
00:27.57,10,0pQsShUQOK8kxZg4AgCz4UU1Cl6,-62,2873,웃laser웃
00:21.54,1,j0yGgWRp0EwfJ5FLl6KLerOVly9,-63,3704,redank
00:22.02,2,j0yGgWRp0EwfJ5FLl6KLerOVly9,-63,608,a
00:22.46,4,j0yGgWRp0EwfJ5FLl6KLerOVly9,-63,120,мѕι mo
00:22.78,5,j0yGgWRp0EwfJ5FLl6KLerOVly9,-63,2011,ि७
00:22.91,6,j0yGgWRp0EwfJ5FLl6KLerOVly9,-63,1727,buzzy.
00:22.98,7,j0yGgWRp0EwfJ5FLl6KLerOVly9,-63,695,ѕωα〤Λѕѕ т³
00:23.04,8,j0yGgWRp0EwfJ5FLl6KLerOVly9,-63,1208,pio c:
00:23.08,9,j0yGgWRp0EwfJ5FLl6KLerOVly9,-63,2747,Golden « т³
00:23.18,10,j0yGgWRp0EwfJ5FLl6KLerOVly9,-63,4183,ヅČƏβ/Ļӛ Ǧ工ĝăÑтĒ乌ҨǜҾSσĈίαL
00:16.13,1,jNa5On2VDhWqz6CM8B1_eTwETA,-64,2114,凹 faiby ?
00:19.71,2,jNa5On2VDhWqz6CM8B1_eTwETA,-64,1727,buzzy.
00:19.94,3,jNa5On2VDhWqz6CM8B1_eTwETA,-64,120,мѕι mo
00:25.22,4,jNa5On2VDhWqz6CM8B1_eTwETA,-64,282,¬  Šĸуяџŋŋ ッ «
00:25.95,5,jNa5On2VDhWqz6CM8B1_eTwETA,-64,6212,Loap « т³
00:26.03,6,jNa5On2VDhWqz6CM8B1_eTwETA,-64,57,i
00:26.08,7,jNa5On2VDhWqz6CM8B1_eTwETA,-64,18,ѕκγ | Ζοםωιи
00:26.14,8,jNa5On2VDhWqz6CM8B1_eTwETA,-64,4183,ヅČƏβ/Ļӛ Ǧ工ĝăÑтĒ乌ҨǜҾSσĈίαL
00:26.41,9,jNa5On2VDhWqz6CM8B1_eTwETA,-64,1396,Lemon :) ᄓ boosт³
00:26.56,10,jNa5On2VDhWqz6CM8B1_eTwETA,-64,3515,ants
00:35.05,1,E84MeeSmVBVmyWsZDiuNkVCwB84,-65,4183,ヅČƏβ/Ļӛ Ǧ工ĝăÑтĒ乌ҨǜҾSσĈίαL
00:35.85,2,E84MeeSmVBVmyWsZDiuNkVCwB84,-65,4082,iiHugo « т³
00:36.33,3,E84MeeSmVBVmyWsZDiuNkVCwB84,-65,5577,Geneяal є๏ยlίร ЈΛŦ
00:36.51,4,E84MeeSmVBVmyWsZDiuNkVCwB84,-65,3225,Silliツ
00:36.91,5,E84MeeSmVBVmyWsZDiuNkVCwB84,-65,7517,Bor
00:36.93,6,E84MeeSmVBVmyWsZDiuNkVCwB84,-65,238,のดωε
00:37.21,7,E84MeeSmVBVmyWsZDiuNkVCwB84,-65,1727,buzzy.
00:37.24,8,E84MeeSmVBVmyWsZDiuNkVCwB84,-65,1797,ױρאωєя.т³
00:37.48,9,E84MeeSmVBVmyWsZDiuNkVCwB84,-65,2549,Ісегॆॅ็
00:37.91,10,E84MeeSmVBVmyWsZDiuNkVCwB84,-65,3704,redank
00:25.86,1,ZI4eaPiCQKl_xIinAGIUGtvjMv,-66,4183,ヅČƏβ/Ļӛ Ǧ工ĝăÑтĒ乌ҨǜҾSσĈίαL
00:26.62,2,ZI4eaPiCQKl_xIinAGIUGtvjMv,-66,2114,凹 faiby ?
00:29.34,3,ZI4eaPiCQKl_xIinAGIUGtvjMv,-66,987,Law¬rowy
00:31.33,4,ZI4eaPiCQKl_xIinAGIUGtvjMv,-66,1727,buzzy.
00:31.91,5,ZI4eaPiCQKl_xIinAGIUGtvjMv,-66,1174,Нтм.Nad!
00:32.44,6,ZI4eaPiCQKl_xIinAGIUGtvjMv,-66,7517,Bor
00:36.15,7,ZI4eaPiCQKl_xIinAGIUGtvjMv,-66,3704,redank
00:39.89,8,ZI4eaPiCQKl_xIinAGIUGtvjMv,-66,336,»ғฟ๏« Ŀιиκ.* Law
00:40.91,9,ZI4eaPiCQKl_xIinAGIUGtvjMv,-66,1396,Lemon :) ᄓ boosт³
00:48.49,10,ZI4eaPiCQKl_xIinAGIUGtvjMv,-66,5463,pastagrows
00:36.67,1,AyqY_gZgKVn7xhA8iZ8k5HFe8Qe,-67,4183,ヅČƏβ/Ļӛ Ǧ工ĝăÑтĒ乌ҨǜҾSσĈίαL
00:38.29,2,AyqY_gZgKVn7xhA8iZ8k5HFe8Qe,-67,5274,VictorPro123
00:38.97,3,AyqY_gZgKVn7xhA8iZ8k5HFe8Qe,-67,2114,凹 faiby ?
00:39.90,4,AyqY_gZgKVn7xhA8iZ8k5HFe8Qe,-67,3704,redank
00:40.97,5,AyqY_gZgKVn7xhA8iZ8k5HFe8Qe,-67,2479,nut
00:42.80,6,AyqY_gZgKVn7xhA8iZ8k5HFe8Qe,-67,1798,byoš
